Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB055BPR,NaN,NaN,0,n/a
NDARAB348EWR,185776,10,1,n/a
NDARAB458VK9,222529,28,1,n/a
NDARAB756JDJ,121126,15,1,n/a
NDARAD224CRB,146238,22,1,n/a
NDARAE301XTM,88169,25,1,n/a
NDARAE877NER,NaN,NaN,0,n/a
NDARAT680GJA,81851,26,1,n/a
NDARAX277ATU,81076,20,1,n/a
NDARAY283AU1,NaN,NaN,0,n/a
NDARBK106KRH,NaN,NaN,0,n/a
NDARBM197EFF,NaN,NaN,0,n/a
NDARCA578CEB,79016,17,1,n/a
NDARCH628LKW,97575,31,1,n/a
NDARCJ011TTG,NaN,NaN,0,n/a
NDARCL008HLA,100476,29,1,n/a
NDARCR594JN0,NaN,NaN,0,n/a
NDARDV865ENP,81276,31,1,n/a
NDARDZ147ETZ,80089,15,1,n/a
NDARDZ425JVB,NaN,NaN,0,n/a
NDARFA780CUG,100375,16,1,n/a
NDARFD453NPR,203120,14,1,n/a
NDARFD552FRH,NaN,NaN,0,n/a
NDARFL793LDE,78691,23,1,n/a
NDARFR301KKP,106101,26,1,n/a
NDARFU786BN4,NaN,NaN,0,n/a
NDARFX455JFY,NaN,NaN,0,n/a
NDARFX710UZA,78843,14,1,n/a
NDARGE994BMX,83567,12,1,n/a
NDARGH592NZ2,85727,34,1,n/a
NDARGP191YHN,90241,36,1,n/a
NDARGV436PFT,119591,34,1,n/a
NDARGZ553TMQ,117276,30,1,n/a
NDARHF545HFW,83345,22,1,n/a
NDARHP039DBU,78368,19,1,n/a
NDARHT774ZK1,82143,15,1,n/a
NDARJA737FAJ,NaN,NaN,0,n/a
NDARJA830BYV,78146,48,1,n/a
NDARJG687YYX,NaN,NaN,0,n/a
NDARJG740PM8,NaN,NaN,0,n/a
NDARJJ817UP1,100875,22,1,n/a
NDARKB614KGY,79544,26,1,n/a
NDARKG697CEW,83926,41,1,n/a
NDARKK597VDH,197980,30,1,n/a
NDARKM250ET5,84294,12,1,n/a
NDARKT952ML4,107528,24,1,n/a
NDARKZ085UKQ,81170,18,1,n/a
NDARLB581AXF,109238,10,1,n/a
NDARLJ168LXY,94276,45,1,n/a
NDARLT314TWP,NaN,NaN,0,n/a
NDARLV155RW0,150478,22,1,n/a
NDARLW312JT8,NaN,NaN,0,n/a
NDARMA154FAK,133152,22,1,n/a
NDARMH364EMW,NaN,NaN,0,n/a
NDARMW088NNR,NaN,NaN,0,n/a
NDARNE729PN2,124502,19,1,n/a
NDARNE906EJA,111151,18,1,n/a
NDARNJ899HW7,82643,17,1,n/a
NDARNK489GNR,NaN,NaN,0,n/a
NDARNL587LVL,NaN,NaN,0,n/a
NDARPG847LB8,NaN,NaN,0,n/a
NDARPM572ZZV,85901,29,1,n/a
NDARPY297MD8,NaN,NaN,0,n/a
NDARRZ606EDP,149988,22,1,n/a
NDARTC710UM1,NaN,NaN,0,n/a
NDARTN483XE4,83850,26,1,n/a
NDARTU644WHZ,NaN,NaN,0,n/a
NDARTV107XD4,85843,15,1,n/a
NDARTY549YDG,114343,9,1,n/a
NDARUC022JWT,79146,38,1,n/a
NDARUL454XRE,87376,20,1,n/a
NDARUP067TM8,180504,15,1,n/a
NDARVD194JX2,112042,19,1,n/a
NDARVK847ZRT,95592,22,1,n/a
NDARVP109DF0,NaN,NaN,0,n/a
NDARVZ525AA0,115776,24,1,n/a
NDARWB782FLR,81493,32,1,n/a
NDARWD911WBU,NaN,NaN,0,n/a
NDARWF086XF8,NaN,NaN,0,n/a
NDARWM683XYZ,NaN,NaN,0,n/a
NDARWN424BPK,79669,27,1,n/a
NDARWN709HA2,91201,22,1,n/a
NDARWR448MER,NaN,NaN,0,n/a
NDARWV452YZN,81325,20,1,n/a
NDARWV938NKD,NaN,NaN,0,n/a
NDARWX173EFW,82826,48,1,n/a
NDARWX605LAD,202982,24,1,n/a
NDARXE542EMB,74193,17,1,n/a
NDARYA955CY1,85250,30,1,n/a
NDARYJ301DYN,80020,13,1,n/a
NDARYL090TGH,102077,13,1,n/a
NDARYN152YMW,82324,34,1,n/a
NDARYW984FLT,83151,17,1,n/a
NDARYZ986HEW,99552,16,1,n/a
NDARZG081LYG,86852,23,1,n/a
NDARZR538EZH,NaN,NaN,0,n/a
NDARZY224TFX,82976,14,1,n/a
NDARAN262WK6,212129,27,1,n/a
NDARBN611GRA,105452,31,1,n/a
NDARCN500KJG,87252,27,1,n/a
NDAREW661NZJ,NaN,NaN,0,n/a
NDARGP399TDM,82750,20,1,n/a
NDARHW575ZJ5,83700,14,1,n/a
NDARKC978MR4,86526,34,1,n/a
NDARKN175HWB,161378,31,1,n/a
NDARLY947EXR,NaN,NaN,0,n/a
NDARMA598JTX,NaN,NaN,0,n/a
NDARTA344CCA,NaN,NaN,0,n/a
NDARTH433TE0,132142,8,1,n/a
NDARTT383DPY,NaN,NaN,0,n/a
NDARTT979FDD,NaN,NaN,0,n/a
NDARTV776ZJ8,NaN,NaN,0,n/a
NDARUD306BB0,NaN,NaN,0,n/a
NDARUK101YT3,82802,26,1,n/a
NDARUT651WFC,NaN,NaN,0,n/a
NDARYN474PEK,82376,29,1,n/a
NDARYZ871DXQ,85626,19,1,n/a
NDARZC058BA5,209229,27,1,n/a
NDARAB708LM5,NaN,NaN,0,n/a
NDARCP292KPA,155446,42,1,n/a
NDARDE827UF0,NaN,NaN,0,n/a
NDAREC277JCP,NaN,NaN,0,n/a
NDARFG118DW3,92652,11,1,n/a
NDARFX626DFH,NaN,NaN,0,n/a
NDARHN482HPM,NaN,NaN,0,n/a
NDARKN346XZH,108824,12,1,n/a
NDARKT032RYR,95802,13,1,n/a
NDARNB674VMY,NaN,NaN,0,n/a
NDARPH474YF3,NaN,NaN,0,n/a
NDARRD943ZWU,NaN,NaN,0,n/a
NDARRV688GUX,142765,31,1,n/a
NDARRW643DHJ,119999,13,1,n/a
NDARRY126FA5,NaN,NaN,0,n/a
NDARVN270UU2,NaN,NaN,0,n/a
NDARWT694TXM,144463,25,1,n/a
