Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB055BPR,129716,131,1,n/a
NDARAB348EWR,129238,131,1,n/a
NDARAB458VK9,240477,132,1,n/a
NDARAB756JDJ,292884,132,1,n/a
NDARAD224CRB,150838,131,1,n/a
NDARAE301XTM,127762,131,1,n/a
NDARAE877NER,334282,132,1,n/a
NDARAT680GJA,272480,131,1,n/a
NDARAX277ATU,285418,132,1,n/a
NDARAY283AU1,130562,132,1,n/a
NDARBK106KRH,252727,132,1,n/a
NDARBM197EFF,355019,133,1,n/a
NDARCA578CEB,129391,131,1,n/a
NDARCH628LKW,233743,132,1,n/a
NDARCJ011TTG,188653,132,1,n/a
NDARCL008HLA,266043,132,1,n/a
NDARCR594JN0,128267,131,1,n/a
NDARDV865ENP,222254,132,1,n/a
NDARDZ147ETZ,129437,132,1,n/a
NDARDZ425JVB,897243,134,1,n/a
NDARFA780CUG,268075,132,1,n/a
NDARFD453NPR,208102,132,1,n/a
NDARFD552FRH,243657,132,1,n/a
NDARFL793LDE,127964,131,1,n/a
NDARFR301KKP,238699,132,1,n/a
NDARFU786BN4,251048,132,1,n/a
NDARFX455JFY,163587,131,1,n/a
NDARFX710UZA,129790,131,1,n/a
NDARGE994BMX,181562,131,1,n/a
NDARGH592NZ2,260572,132,1,n/a
NDARGP191YHN,128739,131,1,n/a
NDARGV436PFT,126142,131,1,n/a
NDARGZ553TMQ,278340,132,1,n/a
NDARHF545HFW,128067,131,1,n/a
NDARHP039DBU,131339,131,1,n/a
NDARHT774ZK1,128863,131,1,n/a
NDARJA737FAJ,130738,131,1,n/a
NDARJA830BYV,127088,131,1,n/a
NDARJG687YYX,126716,131,1,n/a
NDARJG740PM8,114414,131,1,n/a
NDARJJ817UP1,248978,132,1,n/a
NDARKB614KGY,126539,131,1,n/a
NDARKG697CEW,273810,132,1,n/a
NDARKK597VDH,398408,135,1,n/a
NDARKM250ET5,127566,131,1,n/a
NDARKT952ML4,255887,132,1,n/a
NDARKZ085UKQ,128890,132,1,n/a
NDARLB581AXF,134012,131,1,n/a
NDARLJ168LXY,236741,132,1,n/a
NDARLT314TWP,233278,132,1,n/a
NDARLV155RW0,249754,132,1,n/a
NDARLW312JT8,130188,131,1,n/a
NDARMA154FAK,239194,132,1,n/a
NDARMH364EMW,253263,132,1,n/a
NDARMW088NNR,133515,131,1,n/a
NDARNE729PN2,222087,132,1,n/a
NDARNE906EJA,455911,133,1,n/a
NDARNJ899HW7,126414,131,1,n/a
NDARNK489GNR,222792,132,1,n/a
NDARNL587LVL,201287,132,1,n/a
NDARPG847LB8,130640,132,1,n/a
NDARPM572ZZV,258805,132,1,n/a
NDARPY297MD8,272619,132,1,n/a
NDARRZ606EDP,145015,131,1,n/a
NDARTC710UM1,126615,131,1,n/a
NDARTN483XE4,232315,132,1,n/a
NDARTU644WHZ,142363,131,1,n/a
NDARTV107XD4,128366,132,1,n/a
NDARTY549YDG,126691,131,1,n/a
NDARUC022JWT,125665,131,1,n/a
NDARUL454XRE,223629,132,1,n/a
NDARUP067TM8,439440,132,1,n/a
NDARVD194JX2,149463,131,1,n/a
NDARVK847ZRT,130290,131,1,n/a
NDARVP109DF0,227251,132,1,n/a
NDARVZ525AA0,210605,132,1,n/a
NDARWB782FLR,127316,131,1,n/a
NDARWD911WBU,137265,131,1,n/a
NDARWF086XF8,257097,132,1,n/a
NDARWM683XYZ,127438,131,1,n/a
NDARWN424BPK,142934,131,1,n/a
NDARWN709HA2,253457,132,1,n/a
NDARWR448MER,456137,132,1,n/a
NDARWV452YZN,238597,132,1,n/a
NDARWV938NKD,861493,137,1,n/a
NDARWX173EFW,315221,132,1,n/a
NDARWX605LAD,222734,132,1,n/a
NDARXE542EMB,130389,132,1,n/a
NDARYA955CY1,243832,132,1,n/a
NDARYJ301DYN,127515,131,1,n/a
NDARYL090TGH,348896,133,1,n/a
NDARYN152YMW,448459,133,1,n/a
NDARYW984FLT,234316,132,1,n/a
NDARYZ986HEW,181066,132,1,n/a
NDARZG081LYG,225787,132,1,n/a
NDARZR538EZH,239435,132,1,n/a
NDARZY224TFX,222910,132,1,n/a
NDARAN262WK6,215331,130,1,n/a
NDARBN611GRA,1765986,132,1,n/a
NDARCN500KJG,330496,132,1,n/a
NDAREW661NZJ,1414451,132,1,n/a
NDARGP399TDM,244481,130,1,n/a
NDARHW575ZJ5,201529,130,1,n/a
NDARKC978MR4,1139548,132,1,n/a
NDARKN175HWB,619886,132,1,n/a
NDARLY947EXR,1148322,133,1,n/a
NDARMA598JTX,313210,132,1,n/a
NDARTA344CCA,328642,132,1,n/a
NDARTH433TE0,164629,132,1,n/a
NDARTT383DPY,1673010,132,1,n/a
NDARTT979FDD,689263,132,1,n/a
NDARTV776ZJ8,228330,130,1,n/a
NDARUD306BB0,1100196,133,1,n/a
NDARUK101YT3,273028,132,1,n/a
NDARUT651WFC,1419153,133,1,n/a
NDARYN474PEK,1572906,132,1,n/a
NDARYZ871DXQ,1727488,132,1,n/a
NDARZC058BA5,258306,131,1,n/a
NDARAB708LM5,NaN,NaN,0,n/a
