Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB055BPR,86071,4,1,n/a
NDARAB348EWR,86124,4,1,n/a
NDARAB458VK9,87614,4,1,n/a
NDARAB756JDJ,NaN,NaN,0,n/a
NDARAD224CRB,86069,4,1,n/a
NDARAE301XTM,86072,4,1,n/a
NDARAE877NER,87808,4,1,n/a
NDARAT680GJA,87547,4,1,n/a
NDARAX277ATU,87545,4,1,n/a
NDARAY283AU1,86059,4,1,n/a
NDARBK106KRH,87747,4,1,n/a
NDARBM197EFF,86709,4,1,n/a
NDARCA578CEB,86058,4,1,n/a
NDARCH628LKW,87523,4,1,n/a
NDARCJ011TTG,87793,4,1,n/a
NDARCL008HLA,87241,4,1,n/a
NDARCR594JN0,86059,4,1,n/a
NDARDV865ENP,87556,4,1,n/a
NDARDZ147ETZ,86077,4,1,n/a
NDARDZ425JVB,87779,4,1,n/a
NDARFA780CUG,87500,4,1,n/a
NDARFD453NPR,87734,4,1,n/a
NDARFD552FRH,87750,4,1,n/a
NDARFL793LDE,86067,4,1,n/a
NDARFR301KKP,87783,4,1,n/a
NDARFU786BN4,87495,4,1,n/a
NDARFX455JFY,86057,4,1,n/a
NDARFX710UZA,86651,4,1,n/a
NDARGE994BMX,86117,4,1,n/a
NDARGH592NZ2,86795,4,1,n/a
NDARGP191YHN,86567,4,1,n/a
NDARGV436PFT,86048,4,1,n/a
NDARGZ553TMQ,87295,4,1,n/a
NDARHF545HFW,86095,4,1,n/a
NDARHP039DBU,86070,4,1,n/a
NDARHT774ZK1,86108,4,1,n/a
NDARJA737FAJ,86097,4,1,n/a
NDARJA830BYV,86075,4,1,n/a
NDARJG687YYX,86555,4,1,n/a
NDARJG740PM8,86060,4,1,n/a
NDARJJ817UP1,87507,4,1,n/a
NDARKB614KGY,86056,4,1,n/a
NDARKG697CEW,87245,4,1,n/a
NDARKK597VDH,NaN,NaN,0,n/a
NDARKM250ET5,86055,4,1,n/a
NDARKT952ML4,87756,4,1,n/a
NDARKZ085UKQ,86071,4,1,n/a
NDARLB581AXF,86053,4,1,n/a
NDARLJ168LXY,87062,4,1,n/a
NDARLT314TWP,87761,4,1,n/a
NDARLV155RW0,87818,4,1,n/a
NDARLW312JT8,86114,4,1,n/a
NDARMA154FAK,87807,4,1,n/a
NDARMH364EMW,86758,4,1,n/a
NDARMW088NNR,86055,4,1,n/a
NDARNE729PN2,87545,4,1,n/a
NDARNE906EJA,87738,4,1,n/a
NDARNJ899HW7,86079,4,1,n/a
NDARNK489GNR,86742,4,1,n/a
NDARNL587LVL,87530,4,1,n/a
NDARPG847LB8,86046,4,1,n/a
NDARPM572ZZV,87776,4,1,n/a
NDARPY297MD8,87785,4,1,n/a
NDARRZ606EDP,86057,4,1,n/a
NDARTC710UM1,86095,4,1,n/a
NDARTN483XE4,87817,4,1,n/a
NDARTU644WHZ,86070,4,1,n/a
NDARTV107XD4,86115,4,1,n/a
NDARTY549YDG,86055,4,1,n/a
NDARUC022JWT,86074,4,1,n/a
NDARUL454XRE,87594,4,1,n/a
NDARUP067TM8,87749,4,1,n/a
NDARVD194JX2,86049,4,1,n/a
NDARVK847ZRT,86047,4,1,n/a
NDARVP109DF0,86741,4,1,n/a
NDARVZ525AA0,87483,4,1,n/a
NDARWB782FLR,86047,4,1,n/a
NDARWD911WBU,86110,4,1,n/a
NDARWF086XF8,87726,4,1,n/a
NDARWM683XYZ,86076,4,1,n/a
NDARWN424BPK,86068,4,1,n/a
NDARWN709HA2,87539,4,1,n/a
NDARWR448MER,87781,4,1,n/a
NDARWV452YZN,87749,4,1,n/a
NDARWV938NKD,86777,4,1,n/a
NDARWX173EFW,87764,4,1,n/a
NDARWX605LAD,87556,4,1,n/a
NDARXE542EMB,86052,4,1,n/a
NDARYA955CY1,87498,4,1,n/a
NDARYJ301DYN,86091,4,1,n/a
NDARYL090TGH,87520,4,1,n/a
NDARYN152YMW,87724,4,1,n/a
NDARYW984FLT,87730,4,1,n/a
NDARYZ986HEW,87806,4,1,n/a
NDARZG081LYG,87737,4,1,n/a
NDARZR538EZH,87214,4,1,n/a
NDARZY224TFX,86738,4,1,n/a
NDARAN262WK6,NaN,NaN,0,n/a
NDARBN611GRA,NaN,NaN,0,n/a
NDARCN500KJG,NaN,NaN,0,n/a
NDAREW661NZJ,NaN,NaN,0,n/a
NDARGP399TDM,NaN,NaN,0,n/a
NDARHW575ZJ5,NaN,NaN,0,n/a
NDARKC978MR4,NaN,NaN,0,n/a
NDARKN175HWB,NaN,NaN,0,n/a
NDARLY947EXR,NaN,NaN,0,n/a
NDARMA598JTX,121420,5,1,n/a
NDARTA344CCA,NaN,NaN,0,n/a
NDARTH433TE0,101792,5,1,n/a
NDARTT383DPY,NaN,NaN,0,n/a
NDARTT979FDD,NaN,NaN,0,n/a
NDARTV776ZJ8,NaN,NaN,0,n/a
NDARUD306BB0,NaN,NaN,0,n/a
NDARUK101YT3,NaN,NaN,0,n/a
NDARUT651WFC,NaN,NaN,0,n/a
NDARYN474PEK,NaN,NaN,0,n/a
NDARYZ871DXQ,NaN,NaN,0,n/a
NDARZC058BA5,NaN,NaN,0,n/a
NDARAB708LM5,NaN,NaN,0,n/a
NDARCP292KPA,119598,5,1,n/a
NDARDE827UF0,126365,5,1,n/a
NDAREC277JCP,114906,5,1,n/a
NDARFG118DW3,NaN,NaN,0,n/a
NDARFX626DFH,NaN,NaN,0,n/a
NDARHN482HPM,NaN,NaN,0,n/a
NDARKN346XZH,104538,5,1,n/a
NDARKT032RYR,99419,5,1,n/a
NDARNB674VMY,NaN,NaN,0,n/a
NDARPH474YF3,168183,5,1,n/a
NDARRD943ZWU,111284,5,1,n/a
NDARRV688GUX,132519,5,1,n/a
NDARRW643DHJ,104367,5,1,n/a
NDARRY126FA5,NaN,NaN,0,n/a
NDARVN270UU2,100052,5,1,n/a
NDARWT694TXM,106403,5,1,n/a
