Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB055BPR,118413,77,1,n/a
NDARAB348EWR,120017,77,1,n/a
NDARAB458VK9,203247,77,1,n/a
NDARAB756JDJ,147804,86,1,n/a
NDARAD224CRB,117326,76,1,n/a
NDARAE301XTM,120864,151,1,n/a
NDARAE877NER,133792,84,1,n/a
NDARAT680GJA,152859,71,1,n/a
NDARAX277ATU,180961,86,1,n/a
NDARAY283AU1,120252,77,1,n/a
NDARBK106KRH,214535,79,1,n/a
NDARBM197EFF,121897,77,1,n/a
NDARCA578CEB,124027,75,1,n/a
NDARCH628LKW,161407,79,1,n/a
NDARCJ011TTG,109661,82,1,n/a
NDARCL008HLA,120863,89,1,n/a
NDARCR594JN0,137524,79,1,n/a
NDARDV865ENP,98349,78,1,n/a
NDARDZ147ETZ,126655,73,1,n/a
NDARDZ425JVB,164154,130,1,n/a
NDARFA780CUG,152530,73,1,n/a
NDARFD453NPR,97996,94,1,n/a
NDARFD552FRH,168582,113,1,n/a
NDARFL793LDE,115198,75,1,n/a
NDARFR301KKP,118946,75,1,n/a
NDARFU786BN4,166462,75,1,n/a
NDARFX455JFY,115526,95,1,n/a
NDARFX710UZA,122852,73,1,n/a
NDARGE994BMX,138466,113,1,n/a
NDARGH592NZ2,120110,76,1,n/a
NDARGP191YHN,119228,78,1,n/a
NDARGV436PFT,116865,77,1,n/a
NDARGZ553TMQ,132485,81,1,n/a
NDARHF545HFW,209682,82,1,n/a
NDARHP039DBU,159111,72,1,n/a
NDARHT774ZK1,116307,122,1,n/a
NDARJA737FAJ,145720,79,1,n/a
NDARJA830BYV,124912,77,1,n/a
NDARJG687YYX,119959,77,1,n/a
NDARJG740PM8,90728,77,1,n/a
NDARJJ817UP1,135551,75,1,n/a
NDARKB614KGY,116204,96,1,n/a
NDARKG697CEW,NaN,NaN,0,n/a
NDARKK597VDH,NaN,NaN,0,n/a
NDARKM250ET5,116997,78,1,n/a
NDARKT952ML4,96999,76,1,n/a
NDARKZ085UKQ,114388,77,1,n/a
NDARLB581AXF,126651,89,1,n/a
NDARLJ168LXY,147833,77,1,n/a
NDARLT314TWP,195447,76,1,n/a
NDARLV155RW0,120902,77,1,n/a
NDARLW312JT8,123049,74,1,n/a
NDARMA154FAK,201499,76,1,n/a
NDARMH364EMW,160333,75,1,n/a
NDARMW088NNR,118129,78,1,n/a
NDARNE729PN2,172085,82,1,n/a
NDARNE906EJA,119816,88,1,n/a
NDARNJ899HW7,123832,77,1,n/a
NDARNK489GNR,125046,76,1,n/a
NDARNL587LVL,131173,85,1,n/a
NDARPG847LB8,116586,78,1,n/a
NDARPM572ZZV,122846,82,1,n/a
NDARPY297MD8,126435,77,1,n/a
NDARRZ606EDP,107254,53,1,n/a
NDARTC710UM1,113743,77,1,n/a
NDARTN483XE4,114765,82,1,n/a
NDARTU644WHZ,114164,83,1,n/a
NDARTV107XD4,119937,75,1,n/a
NDARTY549YDG,116127,71,1,n/a
NDARUC022JWT,120235,78,1,n/a
NDARUL454XRE,170111,84,1,n/a
NDARUP067TM8,173331,76,1,n/a
NDARVD194JX2,159264,78,1,n/a
NDARVK847ZRT,131536,108,1,n/a
NDARVP109DF0,168277,74,1,n/a
NDARVZ525AA0,120597,78,1,n/a
NDARWB782FLR,120934,76,1,n/a
NDARWD911WBU,114347,94,1,n/a
NDARWF086XF8,211580,78,1,n/a
NDARWM683XYZ,116361,77,1,n/a
NDARWN424BPK,117664,102,1,n/a
NDARWN709HA2,228380,81,1,n/a
NDARWR448MER,154054,184,1,n/a
NDARWV452YZN,141530,79,1,n/a
NDARWV938NKD,146136,88,1,n/a
NDARWX173EFW,154645,77,1,n/a
NDARWX605LAD,178750,78,1,n/a
NDARXE542EMB,94623,75,1,n/a
NDARYA955CY1,136241,77,1,n/a
NDARYJ301DYN,129465,75,1,n/a
NDARYL090TGH,125460,83,1,n/a
NDARYN152YMW,147181,110,1,n/a
NDARYW984FLT,150326,73,1,n/a
NDARYZ986HEW,142425,84,1,n/a
NDARZG081LYG,123520,93,1,n/a
NDARZR538EZH,143116,78,1,n/a
NDARZY224TFX,107366,77,1,n/a
NDARAN262WK6,NaN,NaN,0,n/a
NDARBN611GRA,NaN,NaN,0,n/a
NDARCN500KJG,NaN,NaN,0,n/a
NDAREW661NZJ,NaN,NaN,0,n/a
NDARGP399TDM,NaN,NaN,0,n/a
NDARHW575ZJ5,NaN,NaN,0,n/a
NDARKC978MR4,NaN,NaN,0,n/a
NDARKN175HWB,NaN,NaN,0,n/a
NDARLY947EXR,NaN,NaN,0,n/a
NDARMA598JTX,NaN,NaN,0,n/a
NDARTA344CCA,NaN,NaN,0,n/a
NDARTH433TE0,NaN,NaN,0,n/a
NDARTT383DPY,NaN,NaN,0,n/a
NDARTT979FDD,NaN,NaN,0,n/a
NDARTV776ZJ8,NaN,NaN,0,n/a
NDARUD306BB0,NaN,NaN,0,n/a
NDARUK101YT3,NaN,NaN,0,n/a
NDARUT651WFC,NaN,NaN,0,n/a
NDARYN474PEK,NaN,NaN,0,n/a
NDARYZ871DXQ,NaN,NaN,0,n/a
NDARZC058BA5,NaN,NaN,0,n/a
NDARAB708LM5,NaN,NaN,0,n/a
NDARCP292KPA,NaN,NaN,0,n/a
NDARDE827UF0,NaN,NaN,0,n/a
