onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
42.8	n/a	21400	seqLearning_start	91	n/a	n/a	8
50.088	n/a	25044	learningBlock_1	31	n/a	n/a	8
50.106	n/a	25053	dot_no1_ON	11	n/a	n/a	8
50.658	n/a	25329	dot_no1_OFF	21	n/a	n/a	8
51.972	n/a	25986	dot_no6_ON	16	n/a	n/a	8
52.524	n/a	26262	dot_no6_OFF	26	n/a	n/a	8
53.838	n/a	26919	dot_no4_ON	14	n/a	n/a	8
54.39	n/a	27195	dot_no4_OFF	24	n/a	n/a	8
55.702	n/a	27851	dot_no2_ON	12	n/a	n/a	8
56.256	n/a	28128	dot_no2_OFF	22	n/a	n/a	8
57.568	n/a	28784	dot_no7_ON	17	n/a	n/a	8
58.12	n/a	29060	dot_no7_OFF	27	n/a	n/a	8
59.432	n/a	29716	dot_no3_ON	13	n/a	n/a	8
59.986	n/a	29993	dot_no3_OFF	23	n/a	n/a	8
61.298	n/a	30649	dot_no8_ON	18	n/a	n/a	8
61.852	n/a	30926	dot_no8_OFF	28	n/a	n/a	8
63.166	n/a	31583	dot_no5_ON	15	n/a	n/a	8
63.718	n/a	31859	dot_no5_OFF	25	n/a	n/a	8
65.032	n/a	32516	dot_no2_ON	12	n/a	n/a	8
65.582	n/a	32791	dot_no2_OFF	22	n/a	n/a	8
66.894	n/a	33447	dot_no7_ON	17	n/a	n/a	8
67.446	n/a	33723	dot_no7_OFF	27	1-6-8-4-2-7-3-2-5-7	1-6-4-2-7-3-8-5-2-7	8
116.288	n/a	58144	learningBlock_2	32	n/a	n/a	8
116.296	n/a	58148	dot_no1_ON	11	n/a	n/a	8
116.848	n/a	58424	dot_no1_OFF	21	n/a	n/a	8
118.162	n/a	59081	dot_no6_ON	16	n/a	n/a	8
118.718	n/a	59359	dot_no6_OFF	26	n/a	n/a	8
120.03	n/a	60015	dot_no4_ON	14	n/a	n/a	8
120.582	n/a	60291	dot_no4_OFF	24	n/a	n/a	8
121.896	n/a	60948	dot_no2_ON	12	n/a	n/a	8
122.444	n/a	61222	dot_no2_OFF	22	n/a	n/a	8
123.758	n/a	61879	dot_no7_ON	17	n/a	n/a	8
124.31	n/a	62155	dot_no7_OFF	27	n/a	n/a	8
125.622	n/a	62811	dot_no3_ON	13	n/a	n/a	8
126.176	n/a	63088	dot_no3_OFF	23	n/a	n/a	8
127.49	n/a	63745	dot_no8_ON	18	n/a	n/a	8
128.044	n/a	64022	dot_no8_OFF	28	n/a	n/a	8
129.358	n/a	64679	dot_no5_ON	15	n/a	n/a	8
129.908	n/a	64954	dot_no5_OFF	25	n/a	n/a	8
131.222	n/a	65611	dot_no2_ON	12	n/a	n/a	8
131.774	n/a	65887	dot_no2_OFF	22	n/a	n/a	8
133.086	n/a	66543	dot_no7_ON	17	n/a	n/a	8
133.638	n/a	66819	dot_no7_OFF	27	1-6-4-2-8-3-7-5-5-3	1-6-4-2-7-3-8-5-2-7	8
168.878	n/a	84439	learningBlock_3	33	n/a	n/a	8
168.886	n/a	84443	dot_no1_ON	11	n/a	n/a	8
169.436	n/a	84718	dot_no1_OFF	21	n/a	n/a	8
170.75	n/a	85375	dot_no6_ON	16	n/a	n/a	8
171.306	n/a	85653	dot_no6_OFF	26	n/a	n/a	8
172.62	n/a	86310	dot_no4_ON	14	n/a	n/a	8
